,id,movie,link,date,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
3315,7320d97fc9a00956cf31137fe6d414f2,21 Grams,/movie/21-Grams,2003/11/21,Focus Features,,,,,,,,,7272165,8976536,,,,,,,,,,,,,,,,,,,,,,,,,1205997,1445496,,,,,,,,,,,,,,,,
3621,b15c55cc177107285993ffcd9eda0b75,Blue Gate Crossing,/movie/Lanse-da-men,2003/11/21,Strand,,,,,,,,,4025,2104,,,,,,,,,,,,,,,,,,,,,,,,,667,338,,,,,,,,,,,,,,,,
3636,741fec2adf2c5d9509c65b75f2a14df8,Blindness,/movie/Blindness-(2003),2003/11/21,Pathfinder,,,,,,,,,1432,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,
3326,bd66e42803719c5b9488e54465ca88c2,In America,/movie/In-America,2003/11/26,Fox Searchlight,,,,,,,,,5305891,10233765,,,,,,,,,,,,,,,,,,,,,,,,,879915,1647949,,,,,,,,,,,,,,,,
3553,8efec2983da1e7e89973699b301fd365,My Flesh and Blood,/movie/My-Flesh-and-Blood,2003/11/26,,,,,,,,,,35838,4274,,,,,,,,,,,,,,,,,,,,,,,,,5943,688,,,,,,,,,,,,,,,,
3367,9bce673ab7f4ce5eccf49db8c096f306,Les Triplettes de Belleville,/movie/Triplettes-de-Belleville-Les,2003/11/26,Sony Pictures,,,,,,,,,1399698,5901590,,,,,,,,,,,,,,,,,,,,,,,,,232122,950336,,,,,,,,,,,,,,,,
3224,dc3b810adeb28e70cd8cb86b647105c6,Bad Santa,/movie/Bad-Santa,2003/11/26,Miramax/Dimension,,,,,,,,,56909596,3150732,,,,,,,,,,,,,,,,,,,,,,,,,9437743,507364,,,,,,,,,,,,,,,,
3288,81e07a0dc145da65a4fab26dbc4d3068,Timeline,/movie/Timeline,2003/11/26,Paramount Pictures,,,,,,,,,19113238,367501,,,,,,,,,,,,,,,,,,,,,,,,,3169691,59178,,,,,,,,,,,,,,,,
3214,b52d9258d17e336e4b60371d49b4e52d,The Haunted Mansion,/movie/Haunted-Mansion-The-(2003),2003/11/26,Walt Disney,,,,,,,,,70422751,5395243,,,,,,,,,,,,,,,,,,,,,,,,,11678731,868799,,,,,,,,,,,,,,,,
3358,79bb227bbf5e185a66e8c17ce2892d01,Kal Ho Naa Ho,/movie/Kal-Ho-Naa-Ho,2003/11/26,Yash Raj Films,,,,,,,,,1936933,19545,,,,,,,,,,,,,,,,,,,,,,,,,321216,3147,,,,,,,,,,,,,,,,
3274,4e35a15fca694c7078e1084724a95ac2,The Missing,/movie/Missing-The-(2003),2003/11/26,Sony Pictures,,,,,,,,,26121804,778532,,,,,,,,,,,,,,,,,,,,,,,,,4331974,125367,,,,,,,,,,,,,,,,
3600,c22fb62ca069c7c3577849d65ca47eb4,The Legend of Leigh Bowery,/movie/Legend-of-Leigh-Bowery-The,2003/11/26,,,,,,,,,,10445,,,,,,,,,,,,,,,,,,,,,,,,,,1732,,,,,,,,,,,,,,,,,
3613,fcef360fc36f804252c72fc53430e78a,El Bonaerense,/movie/Bonaerense-El,2003/11/26,,,,,,,,,,7170,,,,,,,,,,,,,,,,,,,,,,,,,,1189,,,,,,,,,,,,,,,,,
3594,f68b8edfa1c66d3529696a9fe669e225,Hukkle,/movie/Hukkle,2003/11/28,Shadow,,,,,,,,,12493,40456,,,,,,,,,,,,,,,,,,,,,,,,,2071,6514,,,,,,,,,,,,,,,,
3361,ef3e6ecc5119153d9967180d399ed82e,Nez Rouge,/movie/Nez-Rouge,2003/11/28,Christal Films,,,,,,,,,1678108,326706,,,,,,,,,,,,,,,,,,,,,,,,,278293,52609,,,,,,,,,,,,,,,,
3640,a8b8cd0267e645ae681b54598f7bfce6,Independent Spirits,/movie/Independent-Spirits-Faith-Hubley-John-Hubley,2003/11/28,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,
3205,027bdb0741d94bf2134e9dc200cbbf02,The Last Samurai,/movie/Last-Samurai-The,2003/12/05,Warner Bros.,,,,,,,,,90017337,21093238,,,,,,,,,,,,,,,,,,,,,,,,,14928248,3396656,,,,,,,,,,,,,,,,
3563,63ad707eaeefc22cc2314c2005b375f6,What Alice Found,/movie/What-Alice-Found,2003/12/05,Castle Hill Produ…,,,,,,,,,28536,38452,,,,,,,,,,,,,,,,,,,,,,,,,4732,6191,,,,,,,,,,,,,,,,
3626,ebf5170579761f3e237202115920c388,Forget Baghdad: Jews and Ar…,/movie/Forget-Baghdad-Jews-and-Arabs-The-Iraqi-Connection,2003/12/05,Arab Film Distrib…,,,,,,,,,3741,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,
3268,72bc3b8229504c633a517f2b5d2be38b,Honey,/movie/Honey,2003/12/05,Universal,,,,,,,,,28816190,1456064,,,,,,,,,,,,,,,,,,,,,,,,,4778804,234470,,,,,,,,,,,,,,,,
3472,6f9ce02ee4dc245ea591f3c5ec91f58d,Pride and Prejudice,/movie/Pride-and-Prejudice,2003/12/05,Excel Entertainment,,,,,,,,,160945,216326,,,,,,,,,,,,,,,,,,,,,,,,,26690,34835,,,,,,,,,,,,,,,,
2267,cd7a10aa259fc1ffb6721911816c2404,The Lord of the Rings: The …,/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The,2003/12/05,New Line,,,,,,,206448462,107854245,473463,,,,,,,,768580,,,,,,,,,,,,,,,,36474993,18563553,78517,,,,,,,,96921,,,,,,,,,
3309,7180ec67138d6e81e9babaff3e432bc7,Big Fish,/movie/Big-Fish,2003/12/10,Sony Pictures,,,,,,,,,8454208,57978659,,,,,,,,,,,,,,,,,,,,,,,,,1402024,9336338,,,,,,,,,,,,,,,,
3386,05eb71f8d32e933b27f74e91e5998360,Girl with a Pearl Earring,/movie/Girl-with-a-Pearl-Earring,2003/12/12,Lionsgate,,,,,,,,,865240,10769122,,,,,,,,,,,,,,,,,,,,,,,,,143489,1734158,,,,,,,,,,,,,,,,
3404,172c678c2b40bcbdc753f4dd50c0180a,Blizzard,/movie/Blizzard,2003/12/12,,,,,,,,,,504600,,,,,,,,,,,,,,,,,,,,,,,,,,83681,,,,,,,,,,,,,,,,,
3430,967b332b527d2858eaf9abad11dc973f,The Statement,/movie/Statement-The,2003/12/12,Sony Pictures,,,,,,,,,321081,444556,,,,,,,,,,,,,,,,,,,,,,,,,53247,71587,,,,,,,,,,,,,,,,
3265,1f30350912b309bcb8a9dec64f23a4fe,Stuck On You,/movie/Stuck-On-You,2003/12/12,20th Century Fox,,,,,,,,,30721406,3111335,,,,,,,,,,,,,,,,,,,,,,,,,5094760,501020,,,,,,,,,,,,,,,,
2721,316cc269a4ad3fd98aee69c5e200cefd,The Lord of the Rings: The …,/movie/Lord-of-the-Rings-The-Two-Towers-The,2003/12/12,New Line,,,,,,,,262300833,79483544,,,,,,,,764607,,,,,,,,,,,,,,,,,45146442,13181350,,,,,,,,96420,,,,,,,,,
3286,07bda0b5ef6933326c2b7b8c08095b5f,Love Don't Cost a Thing,/movie/Love-Don-t-Cost-a-Thing,2003/12/12,Warner Bros.,,,,,,,,,20178317,1719072,,,,,,,,,,,,,,,,,,,,,,,,,3346321,276823,,,,,,,,,,,,,,,,
3577,890e09f4467ac2461cc83323723e4b5e,AKA,/movie/AKA,2003/12/12,Empire Pictures,,,,,,,,,20424,27655,,,,,,,,,,,,,,,,,,,,,,,,,3387,4453,,,,,,,,,,,,,,,,
3210,389e3bf6ab8c0f43ae2d09614ff8dd38,Something's Gotta Give,/movie/Somethings-Gotta-Give,2003/12/12,Sony Pictures,,,,,,,,,81211676,43473566,,,,,,,,,,,,,,,,,,,,,,,,,13467939,7000574,,,,,,,,,,,,,,,,
3180,c615491a73e61864b2b7eaf62f37b067,The Lord of the Rings: The …,/movie/Lord-of-the-Rings-The-Return-of-the-King-The,2003/12/17,New Line,,,,,,,,,290425213,86602112,,,,,,,818580,,,,,,,,,,,,,,,,,,48163385,13945589,,,,,,,103226,,,,,,,,,
3324,c4746ce282eeed20eb1a1005aeb4bc79,House of Sand and Fog,/movie/House-of-Sand-and-Fog,2003/12/19,Dreamworks SKG,,,,,,,,,5383663,7621822,,,,,,,,,,,,,,,,,,,,,,,,,892813,1227346,,,,,,,,,,,,,,,,
3359,3adfa5c63789866dafd3f2f0d9b2b587,The Cooler,/movie/Cooler-The,2003/12/19,Lionsgate,,,,,,,,,1883916,6407656,,,,,,,,,,,,,,,,,,,,,,,,,312423,1031828,,,,,,,,,,,,,,,,
3440,18b9beec728fca7c4f6cd28b2a7ce000,Annie Brocoli dans les fond…,/movie/Annie-Brocoli-dans-les-fonds-marins,2003/12/19,,,,,,,,,,291844,82516,,,,,,,,,,,,,,,,,,,,,,,,,48398,13287,,,,,,,,,,,,,,,,
3525,9698d6d23fa6b6230590a8c7098b588e,The Hebrew Hammer,/movie/Hebrew-Hammer-The,2003/12/19,Cowboy Pictures,,,,,,,,,62813,14942,,,,,,,,,,,,,,,,,,,,,,,,,10416,2406,,,,,,,,,,,,,,,,
3232,06838114b4fe0d401d5f51511a86a870,Mona Lisa Smile,/movie/Mona-Lisa-Smile,2003/12/19,Sony Pictures,,,,,,,,,50006766,13796334,,,,,,,,,,,,,,,,,,,,,,,,,8292996,2221631,,,,,,,,,,,,,,,,
3443,69885ed3971bc2c7cd229d9f2d1cf046,The Fog of War,/movie/Fog-of-War-The,2003/12/19,Sony Pictures Cla…,,,,,,,,,276427,3922139,,,,,,,,,,,,,,,,,,,,,,,,,45841,631584,,,,,,,,,,,,,,,,
3316,9646af6e90dd3d2ce180579a4ea9438e,Calendar Girls,/movie/Calendar-Girls,2003/12/19,Walt Disney,,,,,,,,,6953194,24058422,,,,,,,,,,,,,,,,,,,,,,,,,1153100,3874142,,,,,,,,,,,,,,,,
3447,e49e4324e11568ba2c24cd4116f06c7e,Alexandra's Project,/movie/Alexandras-Project,2003/12/19,Film Movement,,,,,,,,,259492,490749,,,,,,,,,,,,,,,,,,,,,,,,,43033,79025,,,,,,,,,,,,,,,,
3433,63060b22ec6d59654f7ed624c9e8a538,The Company,/movie/Company-The,2003/12/25,Sony Pictures,,,,,,,,,316013,1965572,,,,,,,,,,,,,,,,,,,,,,,,,52406,316517,,,,,,,,,,,,,,,,
3206,09432ef26ef95db6c54efe614515339b,Cheaper by the Dozen,/movie/Cheaper-by-the-Dozen-(2003),2003/12/25,20th Century Fox,,,,,,,,,85620095,52994449,,,,,,,,,,,,,,,,,,,,,,,,,14199020,8533727,,,,,,,,,,,,,,,,
3396,4eeaf48ed99bafc21b28ddeb15f53c0c,L.O.C. (Kargil),/movie/L-O-C-(Kargil),2003/12/25,Eros Entertainment,,,,,,,,,587978,33125,,,,,,,,,,,,,,,,,,,,,,,,,97508,5334,,,,,,,,,,,,,,,,
3240,d245b32d7302ea44e960c5ef1993b014,Cold Mountain,/movie/Cold-Mountain,2003/12/25,Miramax,,,,,,,,,43737222,51895392,,,,,,,,,,,,,,,,,,,,,,,,,7253270,8356745,,,,,,,,,,,,,,,,
3259,94f145f03edcfdaf26df46e3ebeb5629,Peter Pan,/movie/Peter-Pan-(2003),2003/12/25,Universal,,,,,,,,,34179235,14238615,,,,,,,,,,,,,,,,,,,,,,,,,5668198,2292852,,,,,,,,,,,,,,,,
3511,e69381a47421ce1b92f72926fe773212,Modern Times,/movie/Modern-Times,2003/12/25,Kino International,,,,,,,,,75623,87622,,,,,,,,,,,,,,,,,,,,,,,,,12541,14109,,,,,,,,,,,,,,,,
3247,b71f62311da67e5c1be73e8e2bb7c75a,Paycheck,/movie/Paycheck,2003/12/25,Paramount Pictures,,,,,,,,,38644452,15144861,,,,,,,,,,,,,,,,,,,,,,,,,6408698,2438785,,,,,,,,,,,,,,,,
3352,855d72c7c95ebf0652340c9e0ed270f7,Young Black Stallion,/movie/Young-Black-Stallion,2003/12/25,Walt Disney,,,,,,,,,2349976,4264441,136972,,,,,,,,,,,,,,,,,,,,,,,,389714,686705,21368,,,,,,,,,,,,,,,
3556,ebba49c15eccb9b8d63337f19337c5dd,Japanese Story,/movie/Japanese-Story,2003/12/31,IDP Distribution,,,,,,,,,32699,614355,,,,,,,,,,,,,,,,,,,,,,,,,5422,98929,,,,,,,,,,,,,,,,
3610,2c19fc5c5a89b548d5ad851c7ab0d389,Millenium Mambo,/movie/Millenium-Mambo,2003/12/31,,,,,,,,,,7575,7234,,,,,,,,,,,,,,,,,,,,,,,,,1256,1164,,,,,,,,,,,,,,,,
3595,d60068e60d8c31e368282136c04408ae,Postmen in the Mountains,/movie/Postmen-in-the-Mountains,2004/01/02,Shadow,,,,,,,,,12307,105349,86319,,,,,,,,,,,,,,,,,,,,,,,,2040,16964,13466,,,,,,,,,,,,,,,
3602,6a2978283c996e8df735e9b06ab40030,Secret Things,/movie/Secret-Things,2004/01/02,First Run Features,,,,,,,,,9421,95112,,,,,,,,,,,,,,,,,,,,,,,,,1562,15315,,,,,,,,,,,,,,,,
3972,85f0f893492a083fe10568b2fe43c529,Yves St. Laurent,/movie/Yves-St-Laurent,2004/01/07,Empire Pictures,,,,,,,,,,97092,,,,,,,,,,,,,,,,,,,,,,,,,,15634,,,,,,,,,,,,,,,,
3750,74c46342a6014beb37356aa2552d26cb,My Baby's Daddy,/movie/My-Babys-Daddy,2004/01/09,Miramax,,,,,,,,,,17321573,,,,,,,,,,,,,,,,,,,,,,,,,,2789303,,,,,,,,,,,,,,,,
3862,37c9d08cd07a49419e31560df1798879,The Battle of Algiers,/movie/Battaglia-di-Algeri-La,2004/01/09,Rialto Pictures,,,,,,,,,,815345,,,,,,,,,,,,43204,1319,,,,,,,,,,,,,131295,,,,,,,,,,,,4994,147,,,
3931,71d699bb39663c165fb9cb8dd6a62edf,The Home Teachers,/movie/Home-Teachers-The,2004/01/09,Halestorm Enterta…,,,,,,,,,,202268,,,,,,,,,,,,,,,,,,,,,,,,,,32571,,,,,,,,,,,,,,,,
3982,34bf7821a36b4949a83786a254fda1d4,Aileen: Life and Death of a…,/movie/Aileen-Life-and-Death-of-a-Serial-Killer,2004/01/09,Lantern Lane Ente…,,,,,,,,,,85992,,,,,,,,,,,,,,,,,,,,,,,,,,13847,,,,,,,,,,,,,,,,
3776,0017d9f9d560149f7043d9d3065e40b3,Chasing Liberty,/movie/Chasing-Liberty,2004/01/09,Warner Bros.,,,,,,,,,,12189514,,,,,,,,,,,,,,,,,,,,,,,,,,1962884,,,,,,,,,,,,,,,,
4113,b4f2ef3b4d9f135be833a655929a8132,Cuba: Island of Music,/movie/Cuba-Island-of-Music,2004/01/16,Cinema Four,,,,,,,,,,8806,,,,,,,,,,,,,,,,,,,,,,,,,,1418,,,,,,,,,,,,,,,,
4017,f26fab6232038e855d64e9cd29fa20eb,The Tracker,/movie/Tracker-The,2004/01/16,ArtMattan Product…,,,,,,,,,,52806,1468,,,,,,,,,,,,,,,,,,,,,,,,,8503,229,,,,,,,,,,,,,,,
3795,4f6c55a21bc681b77ebbb1b096669690,Teacher's Pet: The Movie,/movie/Teachers-Pet-The-Movie,2004/01/16,Walt Disney,,,,,,,,,,6491969,,,,,,,,,,,,,,,,,,,,,,,,,,1045405,,,,,,,,,,,,,,,,
3668,6c6e1f63f060715212a7f4604f87f19d,Along Came Polly,/movie/Along-Came-Polly-(2004),2004/01/16,Universal,,,,,,,,,,88073507,,,,,,,,,,,,,,,,,,,,,,,,,,14182529,,,,,,,,,,,,,,,,
3959,bd3456b93cd0b665c37a4ccb36cdd113,Tokyo Godfathers,/movie/Tokyo-Godfathers,2004/01/16,IDP Distribution,,,,,,,,,,128985,,,,,,,,,,,,,,,,237581,,,,,,,,,,20770,,,,,,,,,,,,,,,,25936
3952,9d66195e74c1e7a80aa1c665783550d8,Crimson Gold,/movie/Crimson-Gold,2004/01/16,WellSpring,,,,,,,,,,147844,,,,,,,,,,,,,,,,,,,,,,,,,,23807,,,,,,,,,,,,,,,,
3741,4b18212b04c49697695dc0b407f7ba47,Torque,/movie/Torque,2004/01/16,Warner Bros.,,,,,,,,,,21176322,,,,,,,,,,,,,,,,,,,,,,,,,,3410035,,,,,,,,,,,,,,,,
3811,233f38025d2f39022dd8052e311cb283,The Corporation,/movie/Corporation-The,2004/01/17,Zeitgeist,,,,,,,,,,3493516,,,,,,,,,,,,,,,,,,,,,,,,,,562562,,,,,,,,,,,,,,,,
3803,031551c39b51dd70fc9aa8f72f9c3918,Touching the Void,/movie/Touching-the-Void,2004/01/23,IFC Films,,,,,,,,,,4593598,,,,,,,,,,,,,,,,,,,,,,,,,,739709,,,,,,,,,,,,,,,,
3873,ffeb0beb325ee3afff67564f6eb8810d,Khakee,/movie/Khakee,2004/01/23,Eros Entertainment,,,,,,,,,,587877,,,,,,,,,,,,,,,,,,,,,,,,,,94666,,,,,,,,,,,,,,,,
3693,33a0f5a0ef4868c8a0f99d952e7bddc4,The Butterfly Effect,/movie/Butterfly-Effect-The,2004/01/23,New Line,,,,,,,,,,57924679,,,,,,,,,,,,,,,,,,,,,,,,,,9327645,,,,,,,,,,,,,,,,
3989,a62f4000be6c13978046c5c252ee2935,Made-Up,/movie/Made-Up,2004/01/23,,,,,,,,,,,79766,,,,,,,,,,,,,,,,,,,,,,,,,,12844,,,,,,,,,,,,,,,,
3905,2e00b1b0682e9875817cb42d7123e42d,Wooly Boys,/movie/Wooly-Boys,2004/01/23,,,,,,,,,,,335726,,,,,,,,,,,,,,,,,,,,,,,,,,54062,,,,,,,,,,,,,,,,
3752,185ba32e201af81ae7381feed89c3939,Win a Date with Tad Hamilton!,/movie/Win-a-Date-with-Tad-Hamilton,2004/01/23,Dreamworks SKG,,,,,,,,,,16980098,,,,,,,,,,,,,,,,,,,,,,,,,,2734315,,,,,,,,,,,,,,,,
3796,82a57e6dcf7e00f3b1063619d3c86dc3,The Big Bounce,/movie/Big-Bounce-The,2004/01/30,Warner Bros.,,,,,,,,,,6471394,,,,,,,,,,,,,,,,,,,,,,,,,,1042092,,,,,,,,,,,,,,,,
4082,4c36c494b0fd53d82603ed0fc9817db5,Eat This New York,/movie/Eat-This-New-York,2004/01/30,,,,,,,,,,,18752,,,,,,,,,,,,,,,,,,,,,,,,,,3019,,,,,,,,,,,,,,,,
3709,740bdc53f4aa5453df066549508679ab,You Got Served,/movie/You-Got-Served,2004/01/30,Sony Pictures,,,,,,,,,,40066497,,,,,,,,,,,,,,,,,,,,,,,,,,6451931,,,,,,,,,,,,,,,,
3410,ccad27351227023068da46de3e240c6e,Monster,/movie/Monster,2004/01/30,Newmarket Films,,,,,,,,,455848,34013362,,,,,,,,,,,,,,,,,,,,,,,,,75596,5477191,,,,,,,,,,,,,,,,
3861,1e8aa4b1f17ab0137af66525e0ee7418,Latter Days,/movie/Latter-Days,2004/01/30,TLA Releasing,,,,,,,,,,833118,,,,,,,,,,,,,,,,,,,,,,,,,,134157,,,,,,,,,,,,,,,,
3844,13cbd313b8364170919fe4ff0903059e,Osama,/movie/Osama,2004/01/30,MGM,,,,,,,,,,1127331,,,,,,,,,,,,,,,,,,,,,,,,,,181534,,,,,,,,,,,,,,,,
4002,abccb2773783176c08187eeb9c27ccef,On the Run,/movie/Cavale,2004/01/30,Magnolia Pictures,,,,,,,,,,64796,,,,,,,,,,,,,,,,,,,,,,,,,,10434,,,,,,,,,,,,,,,,
4052,07ca53efe64cbf31d5782b5b6871aa18,The Golden Age,/movie/Age-d-or-L,2004/01/30,Kino International,,,,,,,,,,32712,,,,,,,,,,,,,,,,,,,,,,,,,,5267,,,,,,,,,,,,,,,,
3781,d840b1a02dcb1b3994825f3a234b63d2,The Perfect Score,/movie/Perfect-Score-The,2004/01/30,Paramount Pictures,,,,,,,,,,10387706,,,,,,,,,,,,,,,,,,,,,,,,,,1672738,,,,,,,,,,,,,,,,
3782,da29c14e8e556fd34c5a1ca6696d210f,What the #$'! Do We Know,/movie/What-the-Bleep-Do-We-Know,2004/02/06,Captured Light,,,,,,,,,,10091903,849898,,,,,,,,,,,,,,,,,,,,,,,,,1625105,132589,,,,,,,,,,,,,,,
4018,bac0027824c1a41f7e61c63e8d22a8db,Hiding and Seeking,/movie/Hiding-and-Seeking,2004/02/06,First Run Features,,,,,,,,,,51091,,,,,,,,,,,,,,,,,,,,,,,,,,8227,,,,,,,,,,,,,,,,
4051,18213b3b98a32fb104847f5d66796d5b,Blind Shaft,/movie/Mang-jing,2004/02/06,Kino International,,,,,,,,,,33272,,,,,,,,,,,,,,,,,,,,,,,,,,5357,,,,,,,,,,,,,,,,
3879,0a6ad741e9a4e02c0d62ac802e1a5e79,The Return,/movie/Return-The,2004/02/06,Kino International,,,,,,,,,,501752,,,,,,,,,,,,,,,,,,,,,,,,,,80797,,,,,,,,,,,,,,,,
4104,170426644bf1e29a0ca2f56469225677,A Piece of My Heart,/movie/Perfect-Opposites,2004/02/06,,,,,,,,,,,11329,,,,,,,,,,,,,,,,,,,,,,,,,,1824,,,,,,,,,,,,,,,,
3819,8160f5b0c8608a8f94f3c7b735b82d14,The Dreamers,/movie/Dreamers-The,2004/02/06,Fox Searchlight,,,,,,,,,,2531462,,,,,,,,,,,,,,,,,,,,,,,,,,407642,,,,,,,,,,,,,,,,
4022,5cbbd9e41fa0f8cd1fb8a6d6b69d169e,An Amazing Couple,/movie/Couple-epatant-Un,2004/02/06,Magnolia Pictures,,,,,,,,,,47602,,,,,,,,,,,,,,,,,,,,,,,,,,7665,,,,,,,,,,,,,,,,
3966,33fbf22cc60b901e0285feae715f9e96,The Lost Skeleton of Cadavra,/movie/Lost-Skeleton-of-Cadavra-The,2004/02/06,,,,,,,,,,,110536,,,,,,,,,,,,,,,,,,,,,,,,,,17799,,,,,,,,,,,,,,,,
3686,035e915d2f1ebc9c7d963e108e985a41,Barbershop 2: Back in Business,/movie/Barbershop-2-Back-in-Business,2004/02/06,MGM,,,,,,,,,,65070412,,,,,,,,,,,,,,,,,,,,,,,,,,10478327,,,,,,,,,,,,,,,,
3687,db51cb4ead8f634ca24649a5475170d4,Miracle,/movie/Miracle-(2004),2004/02/06,Walt Disney,,,,,,,,,,64378093,,,,,,,,,,,,,,,,,,,,,,,,,,10366842,,,,,,,,,,,,,,,,
3755,091f6f6095f790da3e5764712ffc7b6e,Catch That Kid,/movie/Catch-That-Kid,2004/02/06,20th Century Fox,,,,,,,,,,16703799,,,,,,,,,,,,,,,,,,,,,,,,,,2689822,,,,,,,,,,,,,,,,
3895,5e50c2f36930e06445eb0eafbe543b9a,Highwaymen,/movie/Highwaymen,2004/02/13,New Line,,,,,,,,,,367027,,,,,,,,,,,,,,,,,,,,,,,,,,59102,,,,,,,,,,,,,,,,
3949,dcaf0391a79c100502e5f2f9b5c34762,Dans l'oeil Du Chat,/movie/Dans-l-oeil-Du-Chat,2004/02/13,,,,,,,,,,,155714,,,,,,,,,,,,,,,,,,,,,,,,,,25074,,,,,,,,,,,,,,,,
3958,6de5692409153bb0be2db389162d534e,Robot Stories,/movie/Robot-Stories,2004/02/13,Pak Films,,,,,,,,,,131451,,,,,,,,,,,,,,,,,,,,,,,,,,21167,,,,,,,,,,,,,,,,
3994,804e3d5ffe1d32e81bd29d646cee55ef,The Seagull's Laughter,/movie/Seagulls-Laughter-The,2004/02/13,Cinema Guild,,,,,,,,,,72527,,,,,,,,,,,,,,,,,,,,,,,,,,11679,,,,,,,,,,,,,,,,
4136,199cd39148d6c27b025d73b2ad70f3c5,Cock Fight,/movie/Cock-Fight,2004/02/13,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,
3657,a8d2ef67d6391c634d112232440408dc,50 First Dates,/movie/50-First-Dates,2004/02/13,Sony Pictures,,,,,,,,,,120776832,,,,,,,,,,,,,,,,,,,,,,,,,,19448765,,,,,,,,,,,,,,,,
4124,a2174f584b0666324262ff661595df58,Love Object,/movie/Love-Object,2004/02/13,,,,,,,,,,,6028,,,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,
4038,02334d55c71993fc70358321a6b7c7e9,After the Life,/movie/Apres-la-vie,2004/02/13,Magnolia Pictures,,,,,,,,,,38773,,,,,,,,,,,,,,,,,,,,,,,,,,6243,,,,,,,,,,,,,,,,
3815,0acd0d36ce5ddf10be85be3e7534c464,Monsieur Ibrahim,/movie/Monsieur-Ibrahim,2004/02/13,Sony Pictures Cla…,,,,,,,,,,2824365,,,,,,,,,,,,,,,,,,,,,,,,,,454809,,,,,,,,,,,,,,,,
4084,58877fb8dbdd29c9ac991a1af60db8ea,The Umbrellas of Cherbourg,/movie/Umbrellas-of-Cherbourg-The,2004/02/13,,,,,,,,,,,18425,,,,,,,,,,,,,,,,,,,,,,,,,,2966,,,,,,,,,,,,,,,,
4098,1f56d551b4fc55cd3164ad217dd833d9,La mentale,/movie/mentale-La,2004/02/13,,,,,,,,,,,12842,,,,,,,,,,,,,,,,,,,,,,,,,,2067,,,,,,,,,,,,,,,,
3841,0ef0c278a86c020bcbf1d2af37719452,The Best Two Years,/movie/Best-Two-Years-The,2004/02/20,Halestorm Enterta…,,,,,,,,,,1163450,,,,,,,,,,,,,,,,,,,,,,,,,,187351,,,,,,,,,,,,,,,,
3835,4d5a5635ee6f759a7757327d25567b82,The Blue Butterfly,/movie/Blue-Butterfly-The,2004/02/20,Alliance Films,,,,,,,,,,1610194,,,,,,,,,,,,,,,,,,,,,,,,,,259290,,,,,,,,,,,,,,,,
3957,b9ee2f2eaadf2e4df4b72f2873156505,Crying Ladies,/movie/Crying-Ladies,2004/02/20,Unico Entertainment,,,,,,,,,,132920,,,,,,,,,,,,,,,,,,,,,,,,,,21404,,,,,,,,,,,,,,,,
3797,8acbbd1125273dbcd7f6083db656b530,Against the Ropes,/movie/Against-the-Ropes,2004/02/20,Paramount Pictures,,,,,,,,,,5881504,,,,,,,,,,,,,,,,,,,,,,,,,,947102,,,,,,,,,,,,,,,,
3749,2cc8ef99303527d81cd77a9bf998420b,Eurotrip,/movie/Eurotrip,2004/02/20,Dreamworks SKG,,,,,,,,,,17718223,,,,,,,,,,,,,,,,,,,,,,,,,,2853176,,,,,,,,,,,,,,,,
3940,d64e350dd6c153fee08b846cb408d7ff,Lost Boys of Sudan,/movie/Lost-Boys-of-Sudan,2004/02/20,Shadow,,,,,,,,,,182839,,,,,,,,,,,,,,,,,,,,,,,,,,29442,,,,,,,,,,,,,,,,
4134,ef64d8f15df13fca3eb8257f0a1c8cce,Big Animal,/movie/Duze-zwierze,2004/02/20,,,,,,,,,,,3733,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,
4149,48a3d8d0a2a89d142b0ed12777c45aeb,Abouna,/movie/Abouna,2004/02/20,Leisure Time Feat…,,,,,,,,,,2350,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,
3990,7f9cd361a4a566d2e25e2c43f65a723f,Effroyables Jardins,/movie/Effroyables-Jardins,2004/02/20,,,,,,,,,,,78668,,,,,,,,,,,,,,,,,,,,,,,,,,12667,,,,,,,,,,,,,,,,
